Year,State,Offense,SubCat,TrueCount,Unfounded,Cleared,JuvCleared
2016,Indiana,Human Trafficking,Commercial Sex Acts,1,0,1,1
2016,Kansas,Human Trafficking,Involuntary Servitude,2,0,1,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,5,0,1,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,9,0,6,1
2017,Connecticut,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,9,0,9,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Maryland,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,12,0,12,0
2016,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,2,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,11,0,10,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,10,0,9,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,Texas,Human Trafficking,Involuntary Servitude,8,0,8,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Washington,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,4,0,0,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,1
2016,Wyoming,Human Trafficking,Commercial Sex Acts,2,0,2,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Missouri,Human Trafficking,Commercial Sex Acts,6,0,6,0
2016,Arkansas,Human Trafficking,Commercial Sex Acts,4,0,3,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2015,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Nevada,Human Trafficking,Commercial Sex Acts,26,1,5,0
2015,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,16,0,9,0
2016,Oklahoma,Human Trafficking,Involuntary Servitude,2,0,2,0
2016,Oklahoma,Human Trafficking,Commercial Sex Acts,7,0,6,0
2016,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,3,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,1
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,20,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Kentucky,Human Trafficking,Involuntary Servitude,16,0,16,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Virginia,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,3,0,2,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Missouri,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,1,0,2,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Nevada,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,3,0,4,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,29,0,28,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,1
2020,Virginia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Ohio,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,New Hampshire,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,4,0,0,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,1
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Kentucky,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,New Hampshire,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,New Hampshire,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,3,0,3,0
2018,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Montana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Maryland,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Delaware,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Ohio,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Vermont,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,4,0,0,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Pennsylvania,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,New Jersey,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Florida,Human Trafficking,Commercial Sex Acts,16,8,12,0
2020,Florida,Human Trafficking,Commercial Sex Acts,2,47,2,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,3,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,4,1,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,6,0,1,1
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Involuntary Servitude,3,0,3,0
2018,Texas,Human Trafficking,Involuntary Servitude,5,0,5,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,5,1,2,0
2019,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,3,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,2,2,1,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,2,0,1,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Delaware,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,5,0,2,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,1,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,New Jersey,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,Indiana,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Hawaii,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,Hawaii,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Hawaii,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,8,0,6,0
2019,Texas,Human Trafficking,Involuntary Servitude,2,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,7,0,3,0
2019,Texas,Human Trafficking,Commercial Sex Acts,6,0,8,0
2020,Texas,Human Trafficking,Commercial Sex Acts,6,0,4,0
2020,Texas,Human Trafficking,Commercial Sex Acts,8,0,3,0
2020,Texas,Human Trafficking,Commercial Sex Acts,19,0,5,0
2020,Texas,Human Trafficking,Commercial Sex Acts,7,0,5,0
2020,Texas,Human Trafficking,Commercial Sex Acts,13,0,3,0
2020,Texas,Human Trafficking,Commercial Sex Acts,7,0,4,0
2020,Texas,Human Trafficking,Commercial Sex Acts,8,0,1,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,11,0,5,0
2020,Texas,Human Trafficking,Commercial Sex Acts,9,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,38,0,4,0
2020,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,New Mexico,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,New Mexico,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,5,0,0,0
2019,Delaware,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Delaware,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Delaware,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Delaware,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,5,0,3,1
2020,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,3,0,1,0
2019,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Delaware,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Pennsylvania,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Pennsylvania,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Louisiana,Human Trafficking,Involuntary Servitude,2,0,2,0
2020,Pennsylvania,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,18,0,18,0
2019,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Ohio,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,10,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Missouri,Human Trafficking,Commercial Sex Acts,4,0,4,0
2017,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Alaska,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Texas,Human Trafficking,Involuntary Servitude,5,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Wyoming,Human Trafficking,Involuntary Servitude,2,0,2,0
2018,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Illinois,Human Trafficking,Involuntary Servitude,3,0,0,0
2018,Arizona,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Massachusetts,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Minnesota,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,1,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
